# CLOSED INVENTORY of every control case scripts/test-doc-evidence.sh emits.
#
# WHY. The coverage runner mapped 22 named fragments to mutations and called the controls
# non-vacuous. There were 64. Deleting an unmapped one changed no baseline failure and had
# no mutation identity, so the runner stayed green -- the claim was wider than the
# measurement, for the third time on this branch. Now every control has a declared role,
# reconciled BOTH WAYS against the labels the script prints AT RUNTIME, so a control cannot
# be deleted, renamed, or silently stop running without this file failing.
#
# The list below is reconciled against what `bash scripts/test-doc-evidence.sh` prints, and
# that one command is also how a reviewer reproduces every case and its verdict:
#   bash scripts/test-doc-evidence.sh
# `make test-doc-evidence-coverage` then reverts each fix and reports which case notices.
#
# Columns are TAB-separated: case-label  role  detail
#   kill  <mutation>   reverting that mutation MUST make this case fail, checked by name --
#                      a mutation that reddens three unrelated cases while leaving this one
#                      passing is WRONG-CONTROL, not coverage.
#   guard <reason>     a green-side control, there to stop the gate becoming OVER-strict. No
#                      mutation makes it fail, and that is its job; the role is declared so
#                      "nothing kills it" is a statement rather than a gap.
gate command 'make conformance -j 8'                  -> refuse	kill	gate-argv-grammar
gate command 'make conformance --always-make'         -> refuse	kill	gate-argv-grammar
gate command 'cargo build --release --features anything' -> refuse	kill	gate-argv-grammar
gate command 'make conformance; rm -rf /'             -> refuse	kill	gate-argv-grammar
gate command 'make publish'                           -> refuse	kill	gate-argv-grammar
gate command 'make install'                           -> refuse	kill	gate-argv-grammar
gate command 'make uninstall'                         -> refuse	kill	gate-argv-grammar
gate command 'make clean'                             -> refuse	kill	gate-argv-grammar
receipts are invocation-private and removed on exit	kill	gate-private-receipts
a receipts directory inside the repository is refused	kill	gate-receipts-in-repo
CI runs scripts/check-doc-evidence.sh	kill	ci-step-evidence
CI runs scripts/gate-receipts.sh	kill	ci-step-receipts
CI runs scripts/test-doc-evidence.sh	kill	ci-step-probe
a partial/implemented row with only STATIC evidence is refused	kill	dynamic-evidence
the same row passes once it cites a fixture	guard	the dynamic-evidence rule must be satisfiable
an unimplemented row may still rest on an absence proof	guard	absence proofs stay legal for unimplemented
a class the manifest disagrees with is rejected	kill	conformance-class
an undeclared fixture is rejected	kill	conformance-declared
make gates runs scripts/gate-receipts.sh	kill	gates-wiring
make gates runs scripts/test-doc-evidence.sh	guard	the probe must stay wired into the certifying target
make gates runs scripts/check-doc-evidence.sh	guard	the evidence gate must stay wired into the certifying target
a later unrelated push to main does NOT reconcile the branch inventory	kill	head-on-main
the merge commit itself is main, not a branch under review	kill	head-on-main
a plain enabled step counts as running it	guard	the detector must still accept the real shape
a step that cannot fail the job does not count	kill	ci-gating
a job that cannot fail the run does not count	kill	ci-gating-job
a conditionally skipped job does not count	guard	job-level if is a separate rule from the step-level one
an echoed invocation does not count	guard	statement position, not occurrence
text inside a heredoc does not count	guard	heredoc bodies are data, not commands
a step in another working directory does not count	guard	not this checkout's root
a conditional && invocation does not count	kill	ci-statement
a short-circuited || invocation does not count	kill	ci-statement
a branch the inventory was written for reconciles	guard	the applicable case must keep working
a FUTURE branch is not reconciled against a stale inventory	kill	branch-scope
an explicit base cannot make an inapplicable inventory apply	kill	applies-first
a recursive read from a root containing build output is refused	kill	artifact-ancestor
-R is refused: it follows symlinks out of the checkout	kill	grep-deref
no workflow env, job env or run step supplies a base to the coverage runner	kill	ci-no-base
a blank target supports no claim	guard	the six the enumeration knew must keep failing under either implementation
a bare closing brace supports no claim	guard	the six the enumeration knew must keep failing under either implementation
a bare opening brace supports no claim	guard	the six the enumeration knew must keep failing under either implementation
a braced statement terminator supports no claim	guard	the six the enumeration knew must keep failing under either implementation
a bare closing paren supports no claim	guard	the six the enumeration knew must keep failing under either implementation
a bare comment terminator supports no claim	guard	the six the enumeration knew must keep failing under either implementation
a bare closing bracket supports no claim (missed by the list)	kill	blank-targets
a bracketed statement terminator supports no claim (missed by the list)	kill	blank-targets
a paren followed by a comma supports no claim (missed by the list)	kill	blank-targets
a paren followed by a semicolon supports no claim (missed by the list)	kill	blank-targets
a brace followed by a comma supports no claim (missed by the list)	kill	blank-targets
whitespace around a delimiter is normalised away	kill	blank-targets
a comment rule of punctuation supports no claim (found one in grammar.ebnf)	kill	blank-targets
a real statement is substantive	guard	a floor that rejects every citation is not a floor
a bare number is substantive: a claim can be about a value	guard	a floor that rejects every citation is not a floor
a non-ASCII prose line is substantive (\w is Unicode-aware)	guard	a floor that rejects every citation is not a floor
