# Palladium 1.0 requirement manifest — CLOSED INVENTORY.
#
# WHAT THIS IS, AND WHAT IT IS NOT. One row per thing the normative specification
# (language-spec.md Part I, N1-N14) requires, plus the one feature-list item kept
# in 1.0 (C FFI). It is the ENUMERATION. It is deliberately NOT the gate.
#
# 1.0 IS `make thesis-exit`: bootstrap/pdc.pd rewritten in the differentiated
# dialect — ref/ref mut with inferred regions, a discharged #[total], inferred
# effects and no async/await — still reaching a byte-identical stage1/stage2
# fixed point, with a second witness program meeting the same conditions.
#
# WHAT `satisfied` MEANS, AND THE QUESTION THAT CATCHES A ROW WHOSE TRUTH IS
# CONDITIONAL. `satisfied` means WITNESSED BY THE CITED EVIDENCE — an instance —
# never "holds for every program". The useful test on any row is not "is this true
# today" but: WHAT WOULD HAVE TO BE TRUE OF THE PROGRAM UNDER TEST, AND DOES THIS
# ROW SAY IT? A row that survives only because no witness exercises an excluded
# feature has the same defect as one that is simply wrong, and it is harder to see.
#
# The instance that produced this paragraph: SH-01's byte-identical fixed point is
# green because PBS-1 excludes BOTH imports and generics, and there are two
# independent unordered emission sources — one per exclusion, separated by
# measurement, not inference. The row asserted the property and stated neither
# condition. It states both now, and SH-05 carries both obligations.
#
# WHY NOT "the inventory has no unmet rows". Because that is a COMPLETENESS
# criterion, and completeness criteria are what this repository spent M1 burning
# out: `progress: 85%`, "Bootstrap 100% Complete", "Self-Hosting 100%". Draw the
# line on an inventory and the same disease returns under a new name. A vacuous
# fixture can print "unimplemented" and PASS; a compiler cannot compile itself
# vacuously. The fixed point is the one artifact here that structurally cannot
# lie, so it is what the definition rests on, and scope follows from what the
# compiler actually uses rather than from argument.
#
# WHY THE ENUMERATION STILL EXISTS. So that nothing is dropped silently. A
# requirement the thesis does not exercise is marked `post-1.0` HERE, in writing,
# with an owner — it is not deleted, and it is not quietly absent. The previous
# draft of this file made the enumeration the gate; that criterion went green
# with all three differentiators unimplemented, because N7/N8/N9 anchor no rows
# in feature-index.toml precisely BECAUSE they are unimplemented.
#
# CLOSED, in the same sense as tests/conformance-manifest.txt:
#   - Every row needs an owner, an evidence kind, an evidence locator and a
#     disposition.
#   - A `satisfied` row whose evidence stops resolving turns the gate RED. That
#     is what stops the debt inventories from shrinking by deletion: an
#     `#[ignore]` test can be deleted and cargo's list simply gets shorter, but
#     a row here that names it fails.
#   - Deleting a row, moving it between milestones, or moving it to `post-1.0`
#     is a CONTRACT TRANSITION and is reviewed as one.
#   - RECONCILIATION, both directions. Every red row in either debt inventory
#     must map to a row here, and every `owed` row here must name evidence that
#     does not yet pass:
#       * conformance: every `xfail` and `vacuous` row in
#         tests/conformance-manifest.txt must appear in the evidence column of at
#         least one row here. That is checkable today, by path.
#       * Rust tests: every #[ignore = "XFAIL: ..."] must carry a requirement id
#         — `req: N5-06` — and that id must exist here. THIS DOES NOT HOLD YET:
#         the reasons carry a milestone, not a requirement, so today's
#         reconciliation of that inventory is by review, not by command. Adding
#         the id is an edit to tests/ and lands with F9's re-tagging.
#
# COLUMNS (TAB-separated, all NINE mandatory, `-` for N/A):
#   id  milestone  source  requirement  evidence-kind  evidence  status  disposition
#   fingerprint
#
# evidence-kind:
#   fixture     a conformance row of class `run` with a recorded transcript.
#               POSITIVE evidence: the construct is accepted AND produces the
#               right answer. stdout is the runtime observable.
#   reject      a conformance row of class `reject`. NEGATIVE evidence: the
#               compiler must refuse it with the declared diagnostic. FOR AN
#               INFERENCE FEATURE THE REJECTION IS THE PRODUCT — a region
#               inferencer that accepts everything is a no-op, and a no-op
#               disguises itself perfectly as green fixtures. That is exactly
#               what 07_traits_basic.pd did for a year.
#   skip        a conformance row of class `skip`, proven so by the compiler.
#   observable  a Rust integration test asserting a runtime property stdout
#               cannot show — wall-clock overlap, process exit status, the
#               structure of the generated C, a linked symbol.
#   gate        a make target that must exit 0.
#   decision    an owner decision that must be recorded before the row can be
#               written at all. A `blocked` row is not work; it is a question.
#
# status: satisfied | owed | blocked
#   satisfied   the evidence exists and is green TODAY (2026-08-22, 7484bac).
#   owed        the evidence does not exist or does not pass.
#   blocked     cannot be specified until the named decision is made.
#
# disposition: thesis | 1.0 | post-1.0
#   thesis      `make thesis-exit` reads this row directly. These rows ARE the
#               definition of 1.0.
#   1.0         in 1.0: the witnesses exercise it, or the thesis rows rest on it.
#   post-1.0    enumerated and explicitly deferred, owner `P1`. Recorded rather
#               than dropped, so the omission cannot become the next generation's
#               fiction.
#
# fingerprint: for a `reject` row, the diagnostic the refusal MUST carry; `-` otherwise.
#   A rejection is not evidence of a language property unless it is the INTENDED
#   rejection. "Refused because the prohibition is enforced" and "refused for
#   incidental unsupported syntax" are the same verdict to a runner that only sees
#   REJECTED — and a sibling branch can turn a reject fixture green with no compiler
#   change at all. So a thesis reject row NAMES the fingerprint, and the corpus row for
#   that fixture must declare it; scripts/conformance.sh has already matched the
#   declared fingerprint against the actual diagnostic.
#
# A milestone's exit is: no row owned by it is `owed` or `blocked`, and the
# reconciliation above holds. 1.0's exit is `make thesis-exit`.
# See docs/contributing/MILESTONES.md.
#
# N14-17 WAS ADDED 2026-08-23, and an added row is a contract transition like any
# other. Its evidence is `make stdlib-gate` and NOT a fixture: the row says EVERY
# normative builtin is callable, and a single driver spans a few of them. The gate
# holds the whole-registry invariant — Phase 3 requires the manifest's name set to
# equal the registry's, that no row is UNUSABLE, and that `reconcile` finds no
# `Support::Unsupported` entry at all. Evidence has to be as wide as the claim; the
# first version of this row cited `tests/stdlib/stdlib_builtins_file.pd`, which
# exercises the file family while the string and char/argument families are covered
# by other drivers entirely. MILESTONES.md's M2 item 6 DECLARED that `file_flush` and `file_seek` get
# re-based and that the four `*_ex` wrappers go, and no row of this manifest said
# so — which meant the M2 filter could have reached zero-owed with both builtins
# still uncallable and four dead wrappers still emitted into every program. That
# is the unowned-requirement hole this inventory exists to close, reproduced
# inside it. The work is done and the row records the obligation rather than the
# achievement: it goes red the moment any normative builtin is registered and
# refused again. `N14-01` is about the NAME SET and could not have caught it;
# `N14-03` is about SIGNATURES and belongs to M3.
#
# id  milestone  source  requirement  evidence-kind  evidence  status  disposition

# --- N1 Overview and design commitments ------------------------------------
N5-09	M3	N5	try { } scopes error handling	fixture	tests/09_try_block.pd	owed	1.0	-
N5-10	-	N5	Arithmetic and comparison operators	fixture	tests/02_types_primitives.pd	satisfied	1.0	-
N5-11	-	N5	Logical operators	fixture	tests/04_control_flow_if.pd	satisfied	1.0	-
N5-12	M2	N5	Bitwise operators & | ^ ~ << >>	fixture	tests/02_bitwise.pd	owed	1.0	-
N5-13	M2	N5	Compound assignment += -= *= /= %=	fixture	tests/02_compound_assign.pd	owed	1.0	-
N5-14	M2	N5	Ranges .. and ..= outside a for header	fixture	tests/04_ranges.pd	owed	1.0	-
N5-15	M2	N5	as casts	fixture	tests/02_as_casts.pd	owed	1.0	-
N5-16	M2	N5	Unary minus binds tighter than multiplication: a * -b	fixture	tests/02_unary_precedence.pd	owed	1.0	-
N5-17	M2	N5	Method call syntax x.f()	fixture	tests/04_method_calls.pd	owed	1.0	-

# --- N6 Patterns --------------------------------------------------------------
N6-01	-	N6	Wildcard and identifier patterns	fixture	tests/06_pattern_matching.pd	satisfied	1.0	-
N6-02	M2	N6	Literal patterns (integer, string, bool)	fixture	tests/06_literal_patterns.pd	owed	1.0	-
N6-03	M2	N6	Range patterns	fixture	tests/06_range_patterns.pd	owed	1.0	-
N6-04	-	N6	Enum path patterns with tuple and struct sub-patterns	fixture	tests/06_pattern_matching.pd	satisfied	1.0	-
N6-05	M2	N6	Tuple patterns	fixture	tests/06_tuple_patterns.pd	owed	1.0	-
N6-06	M3	N6	Slice patterns	fixture	tests/06_slice_patterns.pd	owed	1.0	-
N6-07	M2	N6	Or-patterns A | B	fixture	tests/06_or_patterns.pd	owed	1.0	-
N6-08	M2	N6	Binding patterns name @ pattern	fixture	tests/06_at_patterns.pd	owed	1.0	-
N6-09	M2	N6	Guards: arm if cond	fixture	tests/06_guards.pd	owed	1.0	-
N6-10	M2	N6	A non-exhaustive match is a compile error for EVERY scrutinee type	reject	tests/reject/nonexhaustive_int_match.pd	owed	1.0	-
N6-11	M2	N6	A match that falls through no arm traps rather than continuing	observable	tests/n6_match.rs::unmatched_scrutinee_traps	owed	1.0	-

# --- N7 Effects and asynchrony (differentiator 1) ------------------------------
N7-01	M5	N7	There is no async keyword	reject	tests/reject/async_fn.pd	owed	thesis	there is no `async` keyword
N7-02	M5	N7	There is no await operator	reject	tests/10_async_await.pd	owed	thesis	there is no await operator
N7-03	M5	N7	Effects are inferred from a body with no annotation	observable	tests/n7_effects.rs::io_builtin_makes_its_caller_effectful	owed	1.0	-
N7-04	M5	N7	Effects propagate to callers transitively	fixture	tests/09_effects_propagate.pd	owed	thesis	-
N7-05	M5	N7	Propagation is a FIXED POINT over the call graph, not a source-order pass	observable	tests/n7_effects.rs::callee_defined_below_its_caller_still_propagates	owed	1.0	-
N7-06	M5	N7	An unresolved callee is NOT assumed pure	reject	tests/reject/unknown_callee_not_pure.pd	owed	1.0	-
N7-07	M5	N7	Methods in impl blocks are effect-analysed	observable	tests/n7_effects.rs::impl_methods_are_analysed	owed	1.0	-
N7-08	M5	N7	"This function is pure" is a checkable claim	reject	tests/reject/pure_function_calls_io.pd	owed	thesis	declared pure
N7-09	M5	N7	The effect vocabulary is io, memory, panic and unsafe on one footing	fixture	tests/09_effects_system.pd	owed	1.0	-
N7-10	M5	N7	Effect contexts scope policy over a block	fixture	tests/09_effect_contexts.pd	owed	1.0	-
N7-11	M5	N7	effect::sync { } forces sequential execution	observable	tests/n7_parallel.rs::effect_sync_serialises	owed	1.0	-
N7-12	M5	N7	-> async T pins an asynchronous boundary	fixture	tests/09_async_boundary.pd	owed	1.0	-
N7-13	P1	N7	Independent effectful operations are parallel BY DEFAULT	observable	tests/n7_parallel.rs::two_independent_waits_overlap_in_wall_clock	owed	post-1.0	-
N7-14	P1	N7	May the compiler emit an unnamed execution substrate?	decision	D2	blocked	post-1.0	-
N7-15	P1	N7	Sequencing, cancellation and error semantics of parallel-by-default	decision	D2	blocked	post-1.0	-
N7-16	P1	N7	Effect tracking has no runtime representation	observable	tests/n7_parallel.rs::no_effect_metadata_in_generated_c	owed	post-1.0	-
N7-17	P1	N7	Structured concurrency: no orphaned task survives its scope	observable	tests/n7_parallel.rs::scope_exit_joins_or_cancels_every_branch	owed	post-1.0	-

# --- N8 Totality (differentiator 2) --------------------------------------------
N8-01	M6	N8	#[total] on a function	fixture	tests/13_total_attribute.pd	owed	thesis	-
N8-02	M6	N8	#![total(strict)] on a crate	fixture	tests/13_total_strict.pd	owed	1.0	-
N8-03	M6	N8	#[decreases(expr)] measure checking	fixture	tests/13_decreases.pd	owed	1.0	-
N8-04	M6	N8	#[total(fuel = N)] bounded termination	fixture	tests/13_total_fuel.pd	owed	1.0	-
N8-05	M6	N8	#[partial] opts out explicitly	fixture	tests/13_partial.pd	owed	1.0	-
N8-06	M6	N8	Structural recursion on a MONOMORPHIC inductive type needs no measure	fixture	tests/13_structural_recursion.pd	owed	thesis	-
N8-07	M6	N8	Structural recursion on a GENERIC inductive type needs no measure	fixture	tests/13_structural_recursion_generic.pd	owed	1.0	-
N8-08	M6	N8	A #[total] function whose obligation cannot be discharged is a compile error	reject	tests/reject/total_unproven.pd	owed	thesis	cannot prove termination
N8-09	M6	N8	A measure that does not strictly decrease is a compile error	reject	tests/reject/decreases_not_decreasing.pd	owed	1.0	-
N8-10	M6	N8	A #[total] function calling a #[partial] one is a compile error	reject	tests/reject/total_calls_partial.pd	owed	1.0	-
N8-11	M6	N8	unsafe is not permitted in a #![total(strict)] crate	reject	tests/reject/total_strict_unsafe.pd	owed	1.0	-
N8-12	M6	N8	There is NO mode in which an unproven #[total] function is accepted	observable	tests/n8_totality.rs::no_flag_downgrades_an_unproven_obligation	owed	1.0	-

# --- N9 References and lifetimes (differentiator 3) ----------------------------
N9-01	M7	N9	ref T is a shared borrow	fixture	tests/05_ref_shared.pd	owed	thesis	-
N9-02	M7	N9	ref mut T is a mutable borrow	fixture	tests/05_ref_mut.pd	owed	1.0	-
N9-03	M7	N9	ref<'a> T names a region explicitly, and is ACCEPTED	fixture	tests/05_ref_named_region.pd	owed	thesis	-
N9-04	M7	N9	There are no 'a parameter lists on functions, structs or impls	reject	tests/reject/lifetime_param_list.pd	owed	thesis	lifetime parameter list
N9-05	M7	N9	Lifetimes are inferred where they are not written	fixture	tests/05_lifetime_inference.pd	owed	1.0	-
N9-06	M7	N9	Inference failure is a compile error NAMING the ambiguity, never a guess	reject	tests/reject/ambiguous_region.pd	owed	thesis	ambiguous region
N9-07	M7	N9	Use after free is rejected	reject	tests/reject/use_after_free.pd	owed	1.0	-
N9-08	M7	N9	Two aliasing ref mut are rejected	reject	tests/reject/aliasing_ref_mut.pd	owed	1.0	-
N9-09	M7	N9	Borrow checking costs nothing at run time	observable	tests/n9_regions.rs::generated_c_carries_no_region_data	owed	1.0	-

# --- N10 Traits and generics ----------------------------------------------------
N10-01	M3	N10	A generic function is monomorphised per concrete argument	fixture	tests/08_generics_basic.pd	owed	1.0	-
N10-02	M3	N10	A generic struct or enum is monomorphised	fixture	tests/08_generic_types.pd	owed	1.0	-
N10-03	M3	N10	Foo<T> is a TYPE argument, not a const generic argument	fixture	tests/08_generics_basic.pd	owed	1.0	-
N10-04	M3	N10	Type parameter bounds <T: Display>	fixture	tests/07_trait_bounds.pd	owed	1.0	-
N10-05	M3	N10	where clauses	fixture	tests/07_where_clauses.pd	owed	1.0	-
N10-06	M3	N10	Trait methods take a self receiver and it PARSES	fixture	tests/07_traits_basic.pd	owed	1.0	-
N10-07	M3	N10	Trait method defaults	fixture	tests/07_trait_defaults.pd	owed	1.0	-
N10-08	M3	N10	Associated types	fixture	tests/07_associated_types.pd	owed	1.0	-
N10-09	M3	N10	Static dispatch through bounds — abstraction costs nothing at run time	observable	tests/n10_traits.rs::no_vtable_in_generated_c_for_a_bounded_call	owed	1.0	-
N10-10	M3	N10	Associated constants	fixture	tests/07_associated_consts.pd	owed	1.0	-
N10-11	M3	N7+N10	Function types and signatures reserve a LATENT EFFECT VARIABLE, so M5 does not redesign them	observable	tests/n10_effect_variable.rs::fn_type_carries_an_effect_slot	owed	1.0	-

# --- N11 Modules -----------------------------------------------------------------
N11-01	M4	N11	File-based modules with nested paths	fixture	tests/12_modules_imports.pd	owed	1.0	-
N11-02	M4	N11	Public/private visibility is ENFORCED	reject	tests/reject/private_item_import.pd	owed	1.0	-
N11-03	M4	N11	import std::math;	fixture	tests/12_import_plain.pd	owed	1.0	-
N11-04	M4	N11	import std::io::{read, write};	fixture	tests/12_import_selective.pd	owed	1.0	-
N11-05	M4	N11	import std::collections as col;	fixture	tests/12_import_alias.pd	owed	1.0	-
N11-06	M4	N11	import std::prelude::*;	fixture	tests/12_import_glob.pd	owed	1.0	-
N11-07	M4	N11	A cross-file call resolves	fixture	tests/projects/hello_pdm/tests/test_math.pd	owed	1.0	-

# --- N12 Memory model --------------------------------------------------------------
N12-01	-	N12	Each value has one owner; moves are the default	fixture	tests/05_ownership_basic.pd	satisfied	1.0	-
N12-02	-	N12	Borrows are checked at compile time	fixture	tests/05_borrowing_references.pd	satisfied	1.0	-
N12-03	M7	N12	Values with a destructor are dropped at end of scope	observable	tests/n12_drop.rs::drop_glue_runs_at_scope_exit	owed	1.0	-
N12-04	M7	N12	String is an owned heap value with MOVE semantics	reject	tests/reject/use_of_moved_string.pd	owed	1.0	-
